"","ticker","quarter_end","iQuarter","tickerQ","signal_subrevenue","isRight","signal_theta","signal_RF","signal_perfect","signal_subrevenue2","announcement_date","sales","bbg","adj.Announcement.Date"
"591","m us equity",2017-04-30,8,"m8",-1,1,NA,NA,-1,"-1","5/11/2017","5338",5450.25,"2017-05-10"
"592","orly us equity",2015-03-31,0,"orly0",1,1,"1","1",1,"1","4/22/2015","1901.903",1854.556,"2015-04-22"
"593","orly us equity",2015-06-30,1,"orly1",-1,0,"-1","-1",1,"-1","7/29/2015","2035.518",1997.667,"2015-07-29"
"594","orly us equity",2015-09-30,2,"orly2",-1,0,"-1","-1",1,"-1","10/28/2015","2080.201",2026.053,"2015-10-28"
"595","orly us equity",2015-12-31,3,"orly3",1,1,"1","1",1,"1","2/10/2016","1949.052",1909.263,"2016-02-10"
"596","orly us equity",2016-03-31,4,"orly4",1,1,"1","1",1,"1","4/27/2016","2096.15",2059,"2016-04-27"
"597","orly us equity",2016-06-30,5,"orly5",-1,1,"-1","-1",-1,"-1","7/27/2016","2176.689",2192.944,"2016-07-27"
"598","orly us equity",2016-09-30,6,"orly6",-1,1,"-1","-1",-1,"-1","10/26/2016","2220.955",2223.789,"2016-10-26"
"599","orly us equity",2016-12-31,7,"orly7",1,1,"1","1",1,"1","2/7/2017","2099.302",2086.19,"2017-02-07"
"600","orly us equity",2017-03-31,8,"orly8",-1,1,"-1","-1",-1,"-1","4/26/2017","2156.259",2218.952,"2017-04-26"
"601","pag us equity",2015-03-31,0,"pag0",1,0,NA,NA,-1,NA,"4/28/2015","4471.1",4529.875,"2015-04-27"
"602","pag us equity",2015-06-30,1,"pag1",-1,0,NA,NA,1,NA,"7/29/2015","4904.4",4883.333,"2015-07-28"
"603","pag us equity",2015-09-30,2,"pag2",-1,0,NA,NA,1,"-1","10/29/2015","4960.1",4958.556,"2015-10-28"
"604","pag us equity",2015-12-31,3,"pag3",-1,0,NA,NA,1,"-1","2/11/2016","4921.3",4728.556,"2016-02-10"
"605","pag us equity",2016-03-31,4,"pag4",1,1,NA,NA,1,"1","4/26/2016","4824.6",4800.111,"2016-04-25"
"606","pag us equity",2016-06-30,5,"pag5",-1,0,NA,NA,1,"-1","7/28/2016","5254.1",5186.111,"2016-07-27"
"607","pag us equity",2016-09-30,6,"pag6",1,0,NA,NA,-1,"1","10/26/2016","5152",5177.875,"2016-10-25"
"608","pag us equity",2016-12-31,7,"pag7",1,0,NA,NA,-1,"1","2/7/2017","4887.8",5001.333,"2017-02-06"
"609","pag us equity",2017-03-31,8,"pag8",-1,0,NA,NA,1,"-1","4/26/2017","5081.1",4869.444,"2017-04-25"
"610","pbpb us equity",2015-03-31,0,"pbpb0",1,1,"1","1",1,NA,"5/5/2015","85.768",85.12,"2015-05-05"
"611","pbpb us equity",2015-06-30,1,"pbpb1",-1,0,"-1","-1",1,"-1","8/4/2015","95.949",95.48,"2015-08-04"
"612","pbpb us equity",2015-09-30,2,"pbpb2",-1,0,"-1","-1",1,"-1","11/3/2015","96.039",96.02,"2015-11-03"
"613","pbpb us equity",2015-12-31,3,"pbpb3",1,1,"1","1",1,"1","2/16/2016","95.093",94.86,"2016-02-16"
"614","pbpb us equity",2016-03-31,4,"pbpb4",1,0,"1","1",-1,"1","5/3/2016","95.955",96.18,"2016-05-03"
"615","pbpb us equity",2016-06-30,5,"pbpb5",-1,1,"-1","-1",-1,"-1","8/2/2016","105.036",105.6,"2016-08-02"
"616","pbpb us equity",2016-09-30,6,"pbpb6",-1,1,"-1","-1",-1,"-1","11/1/2016","103.782",104.333,"2016-11-01"
"617","pbpb us equity",2016-12-31,7,"pbpb7",1,1,"1","1",1,"1","2/14/2017","102.358",101.833,"2017-02-14"
"618","pbpb us equity",2017-03-31,8,"pbpb8",-1,1,"-1","-1",-1,"-1","5/2/2017","101.699",103.167,"2017-05-02"
"619","pir us equity",2015-05-31,0,"pir0",-1,1,NA,NA,-1,"-1","6/17/2015","432.004",434.533,"2015-06-17"
"620","pir us equity",2015-08-31,1,"pir1",-1,1,NA,NA,-1,"-1","9/24/2015","429.956",434.667,"2015-09-24"
"621","pir us equity",2015-11-30,2,"pir2",-1,1,NA,NA,-1,"-1","12/16/2015","472.547",492.429,"2015-12-16"
"622","pir us equity",2016-02-29,3,"pir3",-1,0,NA,NA,1,"-1","4/13/2016","542.325",536.9,"2016-04-13"
"623","pir us equity",2016-05-31,4,"pir4",1,0,NA,NA,-1,"1","6/29/2016","418.37",420.714,"2016-06-29"
"624","pir us equity",2016-08-31,5,"pir5",1,1,NA,NA,1,"1","9/28/2016","405.823",405.643,"2016-09-28"
"625","pir us equity",2016-11-30,6,"pir6",1,1,NA,NA,1,"1","12/14/2016","475.901",469,"2016-12-14"
"626","pir us equity",2017-02-28,7,"pir7",-1,0,NA,NA,1,"-1","4/12/2017","528.352",528,"2017-04-12"
"627","play us equity",2015-04-30,0,"play0",-1,0,NA,NA,1,NA,"6/8/2015","222.675",216.2,"2015-06-08"
"628","play us equity",2015-07-31,1,"play1",1,1,NA,NA,1,NA,"9/8/2015","217.339",204.2,"2015-09-08"
"629","play us equity",2015-10-31,2,"play2",1,1,NA,NA,1,NA,"12/8/2015","192.753",185.2,"2015-12-08"
"630","play us equity",2016-01-31,3,"play3",1,1,NA,NA,1,NA,"3/29/2016","234.215",229.5,"2016-03-29"
"631","play us equity",2016-04-30,4,"play4",-1,0,NA,NA,1,"-1","6/7/2016","261.987",251.5,"2016-06-07"
"632","play us equity",2016-07-31,5,"play5",-1,0,NA,NA,1,"-1","9/6/2016","244.33",243.143,"2016-09-06"
"633","play us equity",2016-10-31,6,"play6",1,1,NA,NA,1,"1","12/6/2016","228.659",216.875,"2016-12-06"
"634","play us equity",2017-01-31,7,"play7",1,1,NA,NA,1,"1","3/28/2017","270.182",269.667,"2017-03-28"
"635","play us equity",2017-04-30,8,"play8",-1,0,NA,NA,1,"-1","6/6/2017","304.148",299.889,"2017-06-06"
"636","plce us equity",2015-04-30,0,"plce0",-1,1,NA,NA,-1,"-1","5/14/2015","404.865",405.692,"2015-05-13"
"637","plce us equity",2015-07-31,1,"plce1",1,0,NA,NA,-1,"1","8/25/2015","366.455",381.333,"2015-08-24"
"638","plce us equity",2015-10-31,2,"plce2",-1,1,NA,NA,-1,"-1","12/8/2015","455.913",473.75,"2015-12-07"
"639","plce us equity",2016-01-31,3,"plce3",-1,1,NA,NA,-1,"-1","3/15/2016","498.544",499.182,"2016-03-14"
"640","plce us equity",2016-04-30,4,"plce4",1,1,NA,NA,1,"1","5/17/2016","419.351",417.25,"2016-05-16"
"641","plce us equity",2016-07-31,5,"plce5",1,1,NA,NA,1,"1","8/17/2016","371.416",368.375,"2016-08-16"
"642","plce us equity",2016-10-31,6,"plce6",-1,0,NA,NA,1,"-1","11/17/2016","473.777",462.25,"2016-11-16"
"643","plce us equity",2017-01-31,7,"plce7",-1,1,NA,NA,-1,"-1","3/8/2017","520.772",522.111,"2017-03-07"
"644","plce us equity",2017-04-30,8,"plce8",-1,0,NA,NA,1,"-1","5/18/2017","436.676",422.571,"2017-05-17"
"645","pzza us equity",2015-03-31,0,"pzza0",-1,0,NA,NA,1,NA,"5/5/2015","432.284",415.75,"2015-05-05"
"646","pzza us equity",2015-06-30,1,"pzza1",1,0,NA,NA,-1,NA,"8/4/2015","398.991",404.2,"2015-08-04"
"647","pzza us equity",2015-09-30,2,"pzza2",-1,1,NA,NA,-1,"1","11/3/2015","389.284",398.4,"2015-11-03"
"648","pzza us equity",2015-12-31,3,"pzza3",1,0,NA,NA,-1,"1","2/23/2016","416.816",426,"2016-02-23"
"649","pzza us equity",2016-03-31,4,"pzza4",1,0,NA,NA,-1,"-1","5/3/2016","428.595",441,"2016-05-03"
"650","pzza us equity",2016-06-30,5,"pzza5",1,1,NA,NA,1,"1","8/2/2016","422.964",414.833,"2016-08-02"
"651","pzza us equity",2016-09-30,6,"pzza6",1,1,NA,NA,1,"1","11/1/2016","422.442",418.167,"2016-11-01"
"652","pzza us equity",2016-12-31,7,"pzza7",-1,1,NA,NA,-1,"-1","2/21/2017","439.619",448.333,"2017-02-21"
"653","pzza us equity",2017-03-31,8,"pzza8",-1,0,NA,NA,1,"-1","5/2/2017","449.266",438,"2017-05-02"
"654","rad us equity",2015-05-31,0,"rad0",-1,0,NA,NA,1,NA,"6/18/2015","6647.561",6644.818,"2015-06-17"
"655","rad us equity",2015-08-31,1,"rad1",-1,0,NA,NA,1,"-1","9/17/2015","7664.776",7567.111,"2015-09-16"
"656","rad us equity",2015-11-30,2,"rad2",1,0,NA,NA,-1,"1","12/17/2015","8154.184",8184.182,"2015-12-16"
"657","rad us equity",2016-02-29,3,"rad3",1,0,NA,NA,-1,"-1","4/7/2016","8270.136",8398.364,"2016-04-06"
"658","rad us equity",2016-05-31,4,"rad4",-1,1,NA,NA,-1,"-1","6/16/2016","8184.181",8239.8,"2016-06-15"
"659","rad us equity",2016-08-31,5,"rad5",1,0,NA,NA,-1,"-1","9/22/2016","8029.806",8165.143,"2016-09-21"
"660","rad us equity",2016-11-30,6,"rad6",-1,1,NA,NA,-1,"-1","12/22/2016","8089.726",8227.857,"2016-12-21"
"661","rad us equity",2017-02-28,7,"rad7",-1,0,NA,NA,1,"-1","4/25/2017","8541.36",8266.2,"2017-04-24"
"662","rcii us equity",2015-03-31,0,"rcii0",-1,0,NA,NA,1,"-1","4/27/2015","877.639",860.429,"2015-04-27"
"663","rcii us equity",2015-06-30,1,"rcii1",1,1,NA,NA,1,"1","7/27/2015","815.343",810.714,"2015-07-27"
"664","rcii us equity",2015-09-30,2,"rcii2",1,0,NA,NA,-1,"1","10/26/2015","791.605",803.286,"2015-10-26"
"665","rcii us equity",2015-12-31,3,"rcii3",-1,1,NA,NA,-1,"-1","2/1/2016","793.833",804.167,"2016-02-01"
"666","rcii us equity",2016-03-31,4,"rcii4",-1,1,NA,NA,-1,"-1","4/27/2016","835.652",851.167,"2016-04-27"
"667","rcii us equity",2016-06-30,5,"rcii5",-1,1,NA,NA,-1,"-1","7/27/2016","749.619",781.833,"2016-07-27"
"668","rcii us equity",2016-09-30,6,"rcii6",1,1,NA,NA,1,"1","10/26/2016","693.877",692.5,"2016-10-26"
"669","rcii us equity",2016-12-31,7,"rcii7",1,0,NA,NA,-1,"1","2/13/2017","684.104",686.857,"2017-02-13"
"670","rcii us equity",2017-03-31,8,"rcii8",-1,0,NA,NA,1,"-1","5/1/2017","741.986",733.5,"2017-05-01"
"671","rh us equity",2015-04-30,0,"rh0",1,1,"1","1",1,NA,"6/11/2015","422.445",418.188,"2015-06-11"
"672","rh us equity",2015-07-31,1,"rh1",-1,0,"-1","1",1,"1","9/10/2015","506.942",503.176,"2015-09-10"
"673","rh us equity",2015-10-31,2,"rh2",-1,1,"-1","-1",-1,"1","12/10/2015","532.411",540.053,"2015-12-10"
"674","rh us equity",2016-01-31,3,"rh3",-1,1,"-1","-1",-1,"-1","2/24/2016","647.208",711.05,"2016-02-24"
"675","rh us equity",2016-04-30,4,"rh4",1,1,"1","1",1,"1","6/8/2016","455.456",452.778,"2016-06-08"
"676","rh us equity",2016-07-31,5,"rh5",1,1,"1","1",1,"1","9/8/2016","543.381",511.444,"2016-09-08"
"677","rh us equity",2016-10-31,6,"rh6",-1,0,"-1","1",1,"-1","12/8/2016","549.328",528.105,"2016-12-08"
"678","rh us equity",2017-01-31,7,"rh7",-1,0,"-1","-1",1,"-1","3/28/2017","590.147",589.143,"2017-03-28"
"679","rh us equity",2017-04-30,8,"rh8",1,1,"1","-1",1,"1","6/1/2017","562.08",560.375,"2017-06-01"
"680","rost us equity",2015-04-30,0,"rost0",-1,0,NA,NA,1,"-1","5/21/2015","2938.148",2887.038,"2015-05-21"
"681","rost us equity",2015-07-31,1,"rost1",1,1,NA,NA,1,"1","8/20/2015","2968.27",2936.583,"2015-08-20"
"682","rost us equity",2015-10-31,2,"rost2",1,1,NA,NA,1,"1","11/19/2015","2782.855",2765.115,"2015-11-19"
"683","rost us equity",2016-01-31,3,"rost3",-1,0,NA,NA,1,"-1","3/1/2016","3250.726",3212.04,"2016-03-01"
"684","rost us equity",2016-04-30,4,"rost4",1,0,NA,NA,-1,"1","5/19/2016","3088.995",3115.615,"2016-05-19"
"685","rost us equity",2016-07-31,5,"rost5",1,1,NA,NA,1,"1","8/18/2016","3180.917",3127.087,"2016-08-18"
"686","rost us equity",2016-10-31,6,"rost6",1,1,NA,NA,1,"1","11/17/2016","3086.687",2957.68,"2016-11-17"
"687","rost us equity",2017-01-31,7,"rost7",-1,0,NA,NA,1,"-1","2/28/2017","3510.158",3456.708,"2017-02-28"
"688","rost us equity",2017-04-30,8,"rost8",-1,0,NA,NA,1,"-1","5/18/2017","3306.429",3273.455,"2017-05-18"
"689","rrgb us equity",2015-03-31,0,"rrgb0",-1,0,NA,NA,1,"-1","5/19/2015","394.901",393.667,"2015-05-18"
"690","rrgb us equity",2015-06-30,1,"rrgb1",1,0,NA,NA,-1,"1","8/11/2015","292.979",298.9,"2015-08-10"
"691","rrgb us equity",2015-09-30,2,"rrgb2",1,0,NA,NA,-1,"1","11/3/2015","283.412",287.4,"2015-11-02"
"692","rrgb us equity",2015-12-31,3,"rrgb3",-1,1,NA,NA,-1,"-1","2/12/2016","286.3",287.375,"2016-02-11"
"693","rrgb us equity",2016-03-31,4,"rrgb4",-1,1,NA,NA,-1,"-1","5/17/2016","402.126",415.667,"2016-05-16"
"694","rrgb us equity",2016-06-30,5,"rrgb5",1,0,NA,NA,-1,"1","8/8/2016","305.549",313.25,"2016-08-08"
"695","rrgb us equity",2016-09-30,6,"rrgb6",1,1,NA,NA,1,"1","11/2/2016","297.307",295.857,"2016-11-02"
"696","rrgb us equity",2016-12-31,7,"rrgb7",1,0,NA,NA,-1,"1","2/21/2017","291.459",292.333,"2017-02-21"
"697","rrgb us equity",2017-03-31,8,"rrgb8",-1,0,NA,NA,1,"-1","5/16/2017","418.557",416.444,"2017-05-16"
"698","rusha us equity",2015-03-31,0,"rusha0",1,1,NA,NA,1,"1","4/21/2015","1193.535",1161.667,"2015-04-21"
"699","rusha us equity",2015-06-30,1,"rusha1",-1,0,NA,NA,1,"-1","7/21/2015","1330.303",1220.222,"2015-07-21"
"700","rusha us equity",2015-09-30,2,"rusha2",-1,0,NA,NA,1,"-1","10/20/2015","1294.076",1289.889,"2015-10-20"
"701","rusha us equity",2015-12-31,3,"rusha3",-1,1,NA,NA,-1,"-1","2/9/2016","1161.819",1263.667,"2016-02-09"
"702","rusha us equity",2016-03-31,4,"rusha4",1,1,NA,NA,1,"1","4/20/2016","1070.84",1061.875,"2016-04-20"
"703","rusha us equity",2016-06-30,5,"rusha5",1,0,NA,NA,-1,"1","7/26/2016","1026.462",1099,"2016-07-26"
"704","rusha us equity",2016-09-30,6,"rusha6",1,1,NA,NA,1,"1","10/26/2016","1096.041",1036.5,"2016-10-26"
"705","rusha us equity",2016-12-31,7,"rusha7",1,0,NA,NA,-1,"1","2/15/2017","1021.271",1039.833,"2017-02-15"
"706","rusha us equity",2017-03-31,8,"rusha8",1,1,NA,NA,1,"1","4/24/2017","1044.797",989.714,"2017-04-24"
"707","ruth us equity",2015-03-31,0,"ruth0",-1,1,NA,NA,-1,"-1","5/1/2015","97.344",98.867,"2015-04-30"
"708","ruth us equity",2015-06-30,1,"ruth1",-1,0,NA,NA,1,"-1","7/31/2015","91.049",89.125,"2015-07-30"
"709","ruth us equity",2015-09-30,2,"ruth2",1,1,NA,NA,1,"1","10/30/2015","80.292",79.325,"2015-10-29"
"710","ruth us equity",2015-12-31,3,"ruth3",-1,1,NA,NA,-1,"-1","2/12/2016","104.747",105.75,"2016-02-11"
"711","ruth us equity",2016-03-31,4,"ruth4",1,0,NA,NA,-1,"1","4/28/2016","101.89",102,"2016-04-27"
"712","ruth us equity",2016-06-30,5,"ruth5",-1,1,NA,NA,-1,"-1","7/29/2016","92.654",92.775,"2016-07-28"
"713","ruth us equity",2016-09-30,6,"ruth6",1,1,NA,NA,1,"1","10/28/2016","83.774",83.35,"2016-10-27"
"714","ruth us equity",2016-12-31,7,"ruth7",-1,1,NA,NA,-1,"-1","2/17/2017","107.629",108.5,"2017-02-16"
"715","ruth us equity",2017-03-31,8,"ruth8",-1,1,NA,NA,-1,"-1","5/5/2017","105.538",106,"2017-05-04"
"716","sah us equity",2015-03-31,0,"sah0",-1,1,NA,NA,-1,NA,"4/21/2015","2235.515",2243.143,"2015-04-20"
"717","sah us equity",2015-06-30,1,"sah1",-1,1,NA,NA,-1,NA,"7/20/2015","2423.74",2450.4,"2015-07-19"
"718","sah us equity",2015-09-30,2,"sah2",1,1,NA,NA,1,"1","10/28/2015","2494.408",2458.167,"2015-10-27"
"719","sah us equity",2015-12-31,3,"sah3",1,0,NA,NA,-1,"1","2/23/2016","2470.635",2477,"2016-02-22"
"720","sah us equity",2016-03-31,4,"sah4",1,0,NA,NA,-1,"1","4/26/2016","2234.626",2320.875,"2016-04-25"
"721","sah us equity",2016-06-30,5,"sah5",-1,1,NA,NA,-1,"-1","7/26/2016","2382.312",2468.111,"2016-07-25"
"722","sah us equity",2016-09-30,6,"sah6",-1,0,NA,NA,1,"-1","11/1/2016","2557.928",2483.833,"2016-10-31"
"723","sah us equity",2016-12-31,7,"sah7",-1,0,NA,NA,1,"-1","2/21/2017","2556.913",2515.5,"2017-02-20"
"724","sah us equity",2017-03-31,8,"sah8",1,1,NA,NA,1,"1","4/26/2017","2287.822",2287,"2017-04-25"
"725","sbh us equity",2015-03-31,0,"sbh0",1,0,"1","1",-1,NA,"5/5/2015","937.755",950.077,"2015-05-04"
"726","sbh us equity",2015-06-30,1,"sbh1",-1,1,"-1","-1",-1,NA,"8/6/2015","967.89",975.385,"2015-08-05"
"727","sbh us equity",2015-09-30,2,"sbh2",-1,0,"-1","-1",1,"1","11/12/2015","964.23",964.077,"2015-11-11"
"728","sbh us equity",2015-12-31,3,"sbh3",-1,0,"-1","-1",1,"-1","2/4/2016","998.032",989.692,"2016-02-03"
"729","sbh us equity",2016-03-31,4,"sbh4",1,1,"1","1",1,"1","5/5/2016","980.067",963.286,"2016-05-04"
"730","sbh us equity",2016-06-30,5,"sbh5",-1,1,"-1","-1",-1,"-1","8/4/2016","998.161",1004.25,"2016-08-03"
"731","sbh us equity",2016-09-30,6,"sbh6",-1,1,"1","1",-1,"-1","11/15/2016","976.358",989.091,"2016-11-14"
"732","sbh us equity",2016-12-31,7,"sbh7",-1,1,"-1","-1",-1,"-1","2/2/2017","999.609",1013.636,"2017-02-01"
"733","sbh us equity",2017-03-31,8,"sbh8",-1,1,"-1","-1",-1,"-1","5/4/2017","966.47",986.818,"2017-05-03"
"734","scvl us equity",2015-04-30,0,"scvl0",1,0,NA,NA,-1,"1","5/20/2015","252.767",254.8,"2015-05-20"
"735","seas us equity",2015-03-31,0,"seas0",1,1,"1","1",1,"1","5/7/2015","214.592",211,"2015-05-06"
"736","seas us equity",2015-06-30,1,"seas1",-1,1,"-1","-1",-1,"-1","8/6/2015","391.616",397.8,"2015-08-05"
"737","seas us equity",2015-09-30,2,"seas2",-1,1,"-1","-1",-1,"-1","11/5/2015","496.939",508.556,"2015-11-04"
"738","seas us equity",2015-12-31,3,"seas3",-1,0,"-1","-1",1,"-1","2/25/2016","267.857",267.8,"2016-02-24"
"739","seas us equity",2016-03-31,4,"seas4",1,1,"1","1",1,"1","5/5/2016","220.241",217.7,"2016-05-04"
"740","seas us equity",2016-06-30,5,"seas5",-1,1,"-1","-1",-1,"-1","8/4/2016","371.136",375.111,"2016-08-03"
"741","seas us equity",2016-09-30,6,"seas6",-1,1,"-1","-1",-1,"-1","11/8/2016","485.318",485.5,"2016-11-07"
"742","seas us equity",2016-12-31,7,"seas7",1,0,"1","1",-1,"1","2/28/2017","267.597",269.286,"2017-02-27"
"743","seas us equity",2017-03-31,8,"seas8",-1,1,"-1","-1",-1,"-1","5/9/2017","186.357",205.636,"2017-05-08"
"744","sfm us equity",2015-03-31,0,"sfm0",1,0,"1","1",-1,"1","5/7/2015","857.506",863,"2015-05-07"
"745","sfm us equity",2015-06-30,1,"sfm1",-1,0,"-1","-1",1,"-1","8/6/2015","902.153",900.722,"2015-08-06"
"746","sfm us equity",2015-09-30,2,"sfm2",1,1,"1","1",1,"1","11/5/2015","903.069",899.056,"2015-11-04"
"747","sfm us equity",2015-12-31,3,"sfm3",1,1,"1","1",1,"1","2/25/2016","930.303",908.474,"2016-02-24"
"748","sfm us equity",2016-03-31,4,"sfm4",-1,1,"-1","-1",-1,"-1","5/5/2016","993.241",1011.611,NA
"749","sfm us equity",2016-06-30,5,"sfm5",-1,1,"-1","-1",-1,"-1","8/4/2016","1031.643",1042.412,NA
"750","sfm us equity",2016-09-30,6,"sfm6",1,1,"1","1",1,"1","11/3/2016","1035.801",1012.643,"2016-11-02"
"751","sfm us equity",2016-12-31,7,"sfm7",1,1,"1","1",1,"1","2/23/2017","985.7",975.6,NA
"752","sfm us equity",2017-03-31,8,"sfm8",-1,0,"-1","-1",1,"-1","5/4/2017","1130.645",1114,NA
"753","shld us equity",2015-04-30,0,"shld0",1,0,NA,NA,-1,NA,"6/8/2015","5882",6079,"2015-06-07"
"754","shld us equity",2015-07-31,1,"shld1",1,1,NA,NA,1,"1","8/20/2015","6211",5718,"2015-08-19"
"755","shld us equity",2015-10-31,2,"shld2",1,1,NA,NA,1,"1","12/3/2015","5750",5506,"2015-12-02"
"756","shld us equity",2016-01-31,3,"shld3",-1,0,NA,NA,1,"-1","2/25/2016","7303",7259,"2016-02-24"
"757","shld us equity",2016-04-30,4,"shld4",1,1,NA,NA,1,"-1","5/26/2016","5394",5256,"2016-05-25"
"758","shld us equity",2016-07-31,5,"shld5",1,1,NA,NA,1,"1","8/25/2016","5663",5433,"2016-08-24"
"759","shld us equity",2016-10-31,6,"shld6",1,1,NA,NA,1,"1","12/8/2016","5029",4947,"2016-12-07"
"760","shld us equity",2017-01-31,7,"shld7",-1,0,NA,NA,1,"-1","3/9/2017","6052",5891,"2017-03-08"
"761","shld us equity",2017-04-30,8,"shld8",1,1,NA,NA,1,"1","5/25/2017","4301",4054,"2017-05-24"
"762","sig us equity",2015-04-30,0,"sig0",-1,1,"-1","-1",-1,NA,"5/28/2015","1539.2",1549.444,"2015-05-27"
"763","sig us equity",2015-07-31,1,"sig1",-1,0,"1","1",1,"1","8/27/2015","1417.8",1388.1,"2015-08-26"
"764","sig us equity",2015-10-31,2,"sig2",1,0,"1","1",-1,"1","11/24/2015","1222.6",1228.933,"2015-11-23"
"765","sig us equity",2016-01-31,3,"sig3",-1,1,"-1","-1",-1,"-1","3/24/2016","2397.8",2406.429,"2016-03-23"
"766","sig us equity",2016-04-30,4,"sig4",1,0,"1","1",-1,"1","5/26/2016","1583.1",1607.714,"2016-05-25"
"767","sig us equity",2016-07-31,5,"sig5",1,0,"1","1",-1,"1","8/25/2016","1376.9",1435,"2016-08-24"
"768","sig us equity",2016-10-31,6,"sig6",1,1,"1","1",1,"1","11/22/2016","1189.2",1176.667,"2016-11-21"
"769","sig us equity",2017-01-31,7,"sig7",1,0,"-1","-1",-1,"1","3/9/2017","2272.5",2298.917,"2017-03-08"
"770","sig us equity",2017-04-30,8,"sig8",-1,1,"1","1",-1,"1","5/25/2017","1403.4",1454.818,"2017-05-24"
"771","six us equity",2015-03-31,0,"six0",1,1,"1","1",1,NA,"4/22/2015","85.155",83.125,"2015-04-21"
"772","six us equity",2015-06-30,1,"six1",1,0,"1","1",-1,NA,"7/22/2015","386.065",399.25,"2015-07-21"
"773","six us equity",2015-09-30,2,"six2",-1,0,"-1","-1",1,"-1","10/19/2015","575.261",558.556,"2015-10-19"
"774","six us equity",2015-12-31,3,"six3",-1,0,"-1","1",1,"-1","2/18/2016","217.457",192.9,"2016-02-17"
"775","six us equity",2016-03-31,4,"six4",1,1,"1","1",1,"1","4/27/2016","115.419",96.058,"2016-04-26"
"776","six us equity",2016-06-30,5,"six5",1,0,"1","-1",-1,"1","7/27/2016","407.066",409.3,"2016-07-26"
"777","six us equity",2016-09-30,6,"six6",-1,1,"-1","-1",-1,"-1","10/26/2016","557.599",586.5,"2016-10-25"
"778","six us equity",2016-12-31,7,"six7",1,1,"1","1",1,"1","2/22/2017","239.314",229.5,"2017-02-21"
"779","six us equity",2017-03-31,8,"six8",-1,1,"-1","-1",-1,"-1","4/26/2017","99.528",109.364,"2017-04-25"
"780","smrt us equity",2015-04-30,0,"smrt0",-1,0,NA,NA,1,"-1","5/21/2015","353.521",348,"2015-05-20"
"781","smrt us equity",2015-07-31,1,"smrt1",1,0,NA,NA,-1,"1","8/20/2015","311.583",314.333,"2015-08-19"
"782","smrt us equity",2015-10-31,2,"smrt2",1,0,NA,NA,-1,"1","11/19/2015","300.665",306.333,"2015-11-18"
"783","smrt us equity",2016-01-31,3,"smrt3",-1,0,NA,NA,1,"-1","3/10/2016","394.132",394,"2016-03-09"
"784","smrt us equity",2016-04-30,4,"smrt4",1,0,NA,NA,-1,"1","5/19/2016","355.712",369,"2016-05-18"
"785","smrt us equity",2016-07-31,5,"smrt5",-1,1,NA,NA,-1,"-1","8/19/2016","319.761",326,"2016-08-18"
"786","smrt us equity",2016-10-31,6,"smrt6",1,0,NA,NA,-1,"1","11/17/2016","299.527",304,"2016-11-16"
"787","smrt us equity",2017-01-31,7,"smrt7",1,0,NA,NA,-1,"1","3/8/2017","385.518",388.5,"2017-03-07"
"788","smrt us equity",2017-04-30,8,"smrt8",-1,1,NA,NA,-1,"-1","5/17/2017","337.335",359,"2017-05-17"
"789","sonc us equity",2015-05-31,0,"sonc0",-1,0,NA,NA,1,"-1","6/22/2015","164.748",163.636,"2015-06-22"
"790","sonc us equity",2015-08-31,1,"sonc1",1,0,NA,NA,-1,"1","10/19/2015","175.266",175.5,"2015-10-19"
"791","sonc us equity",2015-11-30,2,"sonc2",1,1,NA,NA,1,"1","1/5/2016","145.803",144.333,"2016-01-05"
"792","sonc us equity",2016-02-29,3,"sonc3",1,1,NA,NA,1,"1","3/29/2016","133.16",127.917,"2016-03-29"
"793","sonc us equity",2016-05-31,4,"sonc4",-1,1,NA,NA,-1,"-1","6/23/2016","165.239",165.846,"2016-06-23"
"794","sonc us equity",2016-08-31,5,"sonc5",-1,1,NA,NA,-1,"-1","10/24/2016","162.118",167.231,"2016-10-24"
"795","sonc us equity",2016-11-30,6,"sonc6",-1,1,NA,NA,-1,"-1","1/4/2017","129.551",130.643,"2017-01-04"
"796","sonc us equity",2017-02-28,7,"sonc7",1,0,NA,NA,-1,"1","3/28/2017","100.158",104.621,"2017-03-28"
"797","spls us equity",2015-04-30,0,"spls0",-1,1,NA,NA,-1,"-1","5/20/2015","5262",5464.929,"2015-05-19"
"798","spls us equity",2015-07-31,1,"spls1",1,0,NA,NA,-1,"1","8/19/2015","4937",4961.833,"2015-08-18"
"799","spls us equity",2015-10-31,2,"spls2",1,0,NA,NA,-1,"1","11/18/2015","5593",5662.909,"2015-11-17"
"800","spls us equity",2016-01-31,3,"spls3",-1,1,NA,NA,-1,"-1","3/4/2016","5268",5400.364,"2016-03-03"
"801","spls us equity",2016-04-30,4,"spls4",1,1,NA,NA,1,"1","5/18/2016","5101",5081.909,"2016-05-17"
"802","spls us equity",2016-07-31,5,"spls5",-1,1,NA,NA,-1,"-1","8/17/2016","4752",4766.7,"2016-08-16"
"803","spls us equity",2016-10-31,6,"spls6",-1,1,NA,NA,-1,"-1","11/17/2016","5355",5390.7,"2016-11-16"
"804","spls us equity",2017-01-31,7,"spls7",-1,1,NA,NA,-1,"-1","3/9/2017","4560",5022.2,"2017-03-08"
"805","spls us equity",2017-04-30,8,"spls8",-1,1,NA,NA,-1,"-1","5/16/2017","4149",4455.6,"2017-05-15"
